%TITLE%
 KCLL   221104/1835

   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
 996.60,     101.00,      28.60,      21.33,     160.00,      10.00
 989.42,     165.24,      26.98,      20.86,     176.02,      21.34
 983.15,     221.53,      26.34,      20.76,     174.07,      21.85
 976.81,     278.74,      25.75,      20.64,     171.56,      23.83
 969.69,     343.25,      25.18,      20.54,     168.21,      23.32
 961.04,     422.16,      24.37,      20.35,     166.32,      22.58
 952.09,     504.29,      23.53,      20.24,     165.67,      22.14
 943.32,     585.38,      22.89,      20.17,     165.54,      22.81
 934.25,     669.71,      22.09,      20.02,     166.12,      24.46
 924.68,     759.42,      21.24,      19.91,     167.90,      27.90
 915.78,     843.51,      20.63,      19.63,     170.91,      32.23
 907.79,     919.45,      19.93,      18.94,     173.78,      35.72
 900.31,     990.96,      19.24,      18.13,     176.48,      38.87
 893.21,    1059.30,      18.94,      17.93,     179.46,      40.82
 886.57,    1123.57,      18.60,      17.63,     181.52,      41.42
 880.33,    1184.39,      18.07,      16.73,     183.70,      41.76
 874.40,    1242.38,      17.86,      16.56,     185.63,      42.75
 868.68,    1298.75,      17.55,      16.20,     186.45,      43.70
 863.04,    1354.58,      17.30,      16.06,     186.78,      44.78
 857.30,    1411.71,      17.01,      15.45,     186.92,      46.35
 851.40,    1470.85,      16.94,      15.28,     187.49,      46.92
 845.50,    1530.29,      17.05,      14.84,     188.83,      47.22
 839.84,    1587.83,      16.61,      14.83,     190.45,      47.48
 834.57,    1641.58,      16.39,      14.33,     191.62,      47.27
 829.46,    1693.99,      15.98,      14.18,     191.94,      47.18
 824.16,    1748.54,      15.52,      13.87,     192.11,      47.27
 818.65,    1805.66,      15.19,      13.48,     191.46,      47.00
 813.14,    1863.01,      14.90,      13.18,     191.37,      46.68
 808.02,    1916.62,      14.45,      12.96,     192.45,      47.03
 803.17,    1967.55,      14.09,      12.67,     193.32,      47.29
 798.54,    2016.52,      14.11,      11.49,     195.25,      48.06
 793.94,    2065.34,      13.72,      11.39,     196.98,      48.84
 789.18,    2116.17,      13.65,      11.03,     197.75,      48.74
 784.14,    2170.26,      13.23,      11.03,     198.87,      48.76
 779.18,    2223.73,      12.97,      10.38,     200.55,      49.21
 774.22,    2277.57,      13.61,       8.77,     203.11,      49.83
 769.35,    2330.98,      14.54,       6.75,     205.72,      50.53
 764.34,    2386.25,      14.48,       6.73,     207.73,      50.72
 759.26,    2442.63,      14.34,       6.73,     208.79,      49.82
 754.09,    2500.32,      14.03,       6.37,     209.26,      48.22
 748.85,    2559.30,      13.88,       5.22,     209.32,      46.27
 743.61,    2618.51,      14.04,       3.55,     209.18,      44.18
 738.37,    2678.24,      13.99,       2.61,     209.00,      42.45
 733.16,    2737.84,      13.59,       2.14,     208.24,      40.94
 728.02,    2797.12,      13.23,       1.61,     207.46,      39.18
 722.91,    2856.33,      13.03,       0.41,     206.87,      37.44
 717.81,    2915.83,      13.01,      -0.98,     206.72,      35.56
 712.68,    2976.06,      12.63,      -1.46,     207.14,      33.91
 707.65,    3035.48,      12.24,      -2.37,     208.01,      32.90
 702.68,    3094.41,      11.71,      -2.62,     209.31,      32.31
 697.63,    3154.60,      11.14,      -2.87,     210.63,      32.28
 692.54,    3215.64,      10.59,      -2.94,     211.82,      32.15
 687.53,    3276.04,      10.01,      -2.99,     213.38,      32.47
 682.43,    3337.89,       9.46,      -3.39,     214.62,      32.68
 677.11,    3402.78,       8.92,      -4.34,     215.96,      32.60
 671.78,    3468.02,       8.31,      -4.68,     217.19,      32.45
 666.57,    3532.34,       7.76,      -6.31,     217.91,      31.90
 661.47,    3595.54,       7.22,      -7.53,     218.64,      31.62
 656.27,    3660.35,       6.63,      -8.59,     219.07,      31.46
 651.02,    3726.18,       6.37,     -12.16,     219.09,      31.62
 645.89,    3790.96,       5.72,     -11.98,     219.19,      32.04
 640.95,    3853.65,       5.20,     -11.51,     219.79,      32.60
 636.17,    3914.71,       4.65,     -11.04,     221.62,      33.79
 631.33,    3976.85,       4.30,      -8.18,     223.06,      35.72
 626.36,    4041.06,       3.75,      -8.80,     224.74,      37.54
 621.35,    4106.16,       3.16,      -8.70,     226.50,      38.95
 616.30,    4172.23,       2.54,      -8.69,     227.06,      39.56
 611.22,    4239.07,       1.94,      -9.17,     228.18,      39.34
 606.26,    4304.80,       1.37,      -9.80,     228.07,      38.64
 601.32,    4370.55,       1.04,     -15.48,     225.94,      37.88
 596.58,    4434.05,       0.83,     -18.64,     223.36,      36.95
 592.06,    4495.10,       0.62,     -19.21,     219.98,      36.70
 587.53,    4556.72,       0.11,     -18.13,     216.83,      37.23
 582.76,    4621.94,      -0.28,     -18.52,     215.35,      37.72
 578.06,    4686.55,      -0.37,     -28.16,     215.55,      38.51
 573.47,    4750.23,      -0.79,     -28.34,     216.38,      39.27
 568.93,    4813.60,      -1.02,     -24.62,     218.62,      40.37
 564.27,    4879.04,      -1.49,     -21.12,     221.05,      42.45
 559.53,    4946.21,      -1.92,     -17.92,     222.67,      44.88
 554.65,    5015.76,      -2.40,     -16.75,     224.03,      46.94
 549.63,    5087.81,      -2.99,     -15.66,     224.86,      48.55
 544.73,    5158.67,      -3.64,     -15.61,     225.18,      49.58
 540.03,    5227.03,      -4.31,     -15.54,     225.29,      50.29
 534.41,    5309.38,      -4.85,     -14.33,     225.32,      51.47
 530.16,    5372.08,      -5.50,     -13.81,     225.26,      52.41
 525.64,    5439.25,      -6.08,     -12.05,     225.10,      53.27
 521.26,    5504.66,      -6.71,     -13.15,     224.52,      53.74
 516.35,    5578.43,      -7.40,     -11.87,     223.46,      54.03
 511.65,    5649.61,      -8.05,     -11.98,     221.75,      54.87
 507.36,    5715.01,      -8.62,     -11.41,     220.96,      55.32
 504.07,    5765.46,      -9.04,     -10.93,     219.64,      56.21
 499.53,    5835.44,      -9.65,     -10.58,     218.26,      56.38
 495.03,    5905.42,     -10.19,     -11.17,     217.67,      56.27
 490.48,    5976.59,     -10.59,     -11.60,     216.96,      56.44
 486.92,    6032.61,     -11.24,     -12.36,     216.89,      56.79
 483.38,    6088.43,     -12.05,     -14.23,     217.80,      57.90
 479.66,    6147.64,     -12.40,     -14.37,     218.32,      58.53
 475.29,    6217.42,     -12.97,     -15.08,     218.34,      59.06
 471.40,    6280.21,     -13.21,     -15.28,     218.43,      59.16
 467.34,    6346.00,     -13.68,     -17.16,     217.91,      58.93
 463.48,    6408.99,     -14.00,     -17.54,     216.93,      59.40
 459.41,    6475.97,     -14.46,     -16.98,     216.51,      60.17
 455.47,    6541.15,     -14.90,     -15.07,     215.96,      60.98
 451.96,    6599.75,     -15.54,     -16.30,     214.80,      60.96
 448.00,    6666.12,     -16.23,     -18.32,     214.34,      61.17
 444.99,    6716.75,     -16.62,     -18.94,     213.19,      61.28
 441.80,    6770.97,     -16.88,     -18.91,     212.63,      61.21
 438.11,    6833.75,     -17.33,     -20.28,     213.93,      61.27
 434.44,    6896.73,     -17.81,     -24.04,     215.74,      60.28
 431.10,    6954.53,     -18.13,     -27.08,     218.03,      58.58
 427.58,    7015.72,     -18.44,     -29.36,     219.57,      55.80
 424.06,    7077.30,     -18.65,     -34.61,     220.47,      53.30
 420.50,    7140.08,     -18.81,     -47.09,     220.32,      51.08
 417.08,    7200.86,     -19.01,     -48.14,     219.55,      50.00
 413.52,    7264.64,     -19.30,     -47.31,     219.61,      50.47
 410.99,    7310.27,     -19.55,     -46.65,     219.74,      51.04
 408.39,    7357.30,     -19.70,     -49.41,     220.16,      51.90
 405.01,    7418.88,     -19.81,     -47.24,     220.49,      52.58
 402.64,    7462.52,     -19.84,     -45.75,     220.55,      53.14
 400.15,    7508.55,     -20.20,     -39.13,     220.39,      53.84
 397.63,    7555.18,     -20.57,     -40.27,     220.47,      54.57
 395.07,    7603.00,     -20.95,     -40.40,     220.87,      54.92
 392.74,    7646.64,     -21.25,     -40.82,     221.50,      55.25
 390.25,    7693.47,     -21.60,     -41.83,     221.87,      55.79
 387.95,    7736.91,     -22.02,     -41.44,     222.20,      55.85
 385.74,    7778.95,     -22.43,     -41.22,     222.39,      56.02
 383.42,    7823.18,     -22.84,     -43.46,     222.40,      56.64
 381.07,    7868.21,     -23.13,     -46.29,     222.07,      57.59
 378.59,    7916.03,     -23.51,     -46.78,     221.84,      59.19
 375.70,    7971.82,     -23.98,     -48.91,     221.83,      60.70
 373.43,    8016.05,     -24.25,     -48.29,     221.63,      61.79
 370.97,    8064.27,     -24.69,     -48.60,     221.98,      62.22
 368.68,    8109.29,     -25.08,     -42.96,     221.99,      62.27
 366.17,    8158.70,     -25.56,     -42.75,     221.56,      62.28
 363.54,    8210.90,     -26.07,     -42.38,     221.08,      62.24
 360.51,    8271.46,     -26.69,     -41.73,     220.55,      62.43
 358.32,    8315.29,     -27.15,     -41.53,     220.29,      62.57
 355.81,    8365.89,     -27.62,     -42.05,     219.69,      62.64
 353.21,    8418.69,     -28.14,     -40.95,     218.80,      62.29
 350.81,    8467.49,     -28.55,     -41.58,     217.48,      61.89
 348.51,    8514.51,     -28.84,     -44.15,     215.96,      62.22
 346.09,    8564.31,     -29.13,     -47.56,     215.31,      63.12
 343.75,    8612.71,     -29.34,     -48.26,     214.82,      64.31
 341.39,    8661.91,     -28.78,     -58.69,     214.96,      65.34
 339.02,    8711.91,     -28.89,     -60.72,     215.31,      65.80
 336.62,    8762.71,     -28.98,     -56.88,     215.62,      65.82
 334.22,    8813.70,     -29.40,     -54.03,     216.05,      65.91
 331.89,    8863.69,     -29.89,     -53.39,     216.58,      65.86
 329.58,    8913.29,     -30.37,     -53.14,     217.04,      65.70
 327.28,    8963.09,     -30.79,     -56.09,     217.51,      65.58
 324.92,    9014.27,     -31.23,     -55.72,     218.53,      65.59
 322.58,    9065.46,     -31.61,     -56.83,     219.54,      65.90
 320.17,    9118.44,     -32.08,     -57.80,     220.64,      65.92
 317.87,    9169.23,     -32.49,     -57.91,     221.38,      65.89
 315.53,    9221.21,     -32.81,     -58.63,     221.65,      65.50
 313.49,    9266.82,     -33.19,     -58.84,     221.22,      65.03
 311.33,    9315.41,     -33.62,     -58.75,     220.49,      64.98
 309.27,    9362.02,     -34.02,     -59.12,     219.54,      64.99
 307.11,    9411.01,     -34.43,     -58.83,     218.32,      65.77
 305.09,    9457.01,     -34.66,     -59.28,     217.63,      66.65
 303.09,    9503.01,     -34.95,     -59.48,     216.90,      67.58
 301.19,    9546.82,     -35.31,     -59.62,     216.18,      68.70
 299.06,    9596.21,     -35.72,     -58.69,     215.48,      69.07
 297.05,    9643.01,     -35.96,     -57.57,     214.38,      69.27
 295.18,    9686.82,     -36.07,     -57.52,     213.28,      69.77
 293.27,    9731.82,     -36.39,     -58.01,     212.61,      70.11
 291.32,    9778.02,     -36.66,     -57.66,     212.26,      70.72
